"school","sex","age","address","famsize","pstatus","medu","fedu","mjob","fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","dalc","walc","health","absences","final_grade"
"MS","M",18,"R","GT3","T","Primary","None","at_home","at_home","course","other","30min-1hr","<2hrs","1","yes","yes","no","no","yes","yes","no","no","Good","Average","Low","VeryLow","VeryLow","Good",0,13
"MS","M",17,"R","GT3","T","Primary","Primary","other","services","course","mother","15-30min","<2hrs","0","no","yes","no","yes","no","yes","yes","yes","Good","VeryHigh","VeryHigh","VeryLow","Average","Bad",0,10
"MS","M",18,"U","LE3","T","Primary","Primary","at_home","at_home","course","mother","15-30min","2-5hrs","0","no","yes","no","yes","yes","yes","no","no","Good","Average","Average","VeryLow","High","VeryGood",6,10
"MS","F",16,"R","LE3","T","5th-9th","5th-9th","other","services","course","father","<15min","2-5hrs","0","no","no","no","yes","yes","yes","no","yes","Excellent","High","Average","VeryLow","VeryLow","VeryBad",0,12
"MS","M",17,"U","GT3","T","5th-9th","5th-9th","other","other","course","mother","<15min","<2hrs","1","no","no","no","yes","yes","yes","no","yes","VeryBad","Low","VeryLow","Low","Average","VeryGood",0,0
"MS","M",16,"R","GT3","T","Secondary","5th-9th","services","other","course","father","15-30min","<2hrs","0","no","no","no","no","yes","yes","yes","no","Good","VeryHigh","VeryHigh","Low","Average","VeryGood",2,10
"MS","M",16,"R","LE3","T","Primary","Primary","at_home","other","course","mother","15-30min","<2hrs","0","no","no","no","yes","yes","yes","yes","no","Good","VeryHigh","VeryHigh","Low","High","VeryGood",0,9
"MS","M",18,"R","GT3","T","Primary","Primary","services","other","course","other","15-30min","<2hrs","1","no","yes","no","no","yes","no","yes","yes","Excellent","Average","Average","Low","Average","VeryGood",2,9
"MS","M",18,"R","GT3","T","Secondary","5th-9th","services","other","course","mother","<15min","<2hrs","1","no","no","no","no","yes","no","yes","no","Bad","Average","VeryLow","Low","Low","VeryGood",0,0
"MS","M",19,"U","GT3","T","Secondary","5th-9th","at_home","services","course","mother","15-30min","<2hrs","3","no","no","no","yes","yes","yes","no","no","Average","Low","VeryLow","VeryLow","VeryLow","Average",4,9
"MS","M",18,"U","GT3","T","Secondary","Secondary","at_home","at_home","course","mother","<15min","2-5hrs","2","no","yes","no","yes","yes","no","yes","no","Good","High","VeryHigh","VeryLow","Average","Average",9,8
"MS","M",16,"R","GT3","T","5th-9th","5th-9th","services","services","course","mother","15-30min","<2hrs","0","no","yes","no","yes","yes","yes","yes","yes","Excellent","High","Average","Low","High","Good",6,8
"MS","M",19,"U","GT3","T","5th-9th","Primary","at_home","other","course","other","15-30min","<2hrs","3","no","no","no","yes","no","no","yes","yes","Good","High","Average","VeryLow","Average","VeryGood",4,9
"MS","F",16,"U","GT3","A","Secondary","5th-9th","services","at_home","course","mother","15-30min","2-5hrs","2","no","yes","no","yes","yes","yes","no","yes","Bad","VeryHigh","VeryHigh","VeryLow","VeryLow","VeryBad",8,7
"MS","F",17,"U","GT3","T","Primary","Primary","other","at_home","course","mother","<15min","<2hrs","0","no","yes","no","yes","yes","yes","no","no","Good","Average","Low","VeryLow","Low","VeryGood",9,10
"MS","M",20,"R","GT3","T","Primary","Primary","other","other","course","other","15-30min","<2hrs","1","no","yes","no","no","yes","no","yes","yes","Good","High","Average","Low","High","Good",12,10
"MS","F",18,"R","GT3","A","Higher","Secondary","services","services","course","mother","<15min","<2hrs","0","no","yes","no","no","yes","yes","yes","no","Excellent","High","High","Average","High","Bad",8,10
"MS","M",18,"R","GT3","T","Secondary","5th-9th","other","other","course","mother","15-30min","<2hrs","0","no","yes","no","no","no","yes","yes","no","Bad","VeryHigh","VeryHigh","VeryHigh","VeryHigh","VeryGood",8,11
"MS","M",19,"R","GT3","T","Primary","Primary","other","services","home","other","30min-1hr","2-5hrs","1","no","no","no","no","yes","yes","yes","no","Excellent","High","High","Average","Average","Bad",8,11
"MS","M",17,"U","GT3","T","Secondary","Secondary","health","other","course","mother","15-30min","2-5hrs","1","no","yes","no","no","yes","yes","yes","no","Good","VeryHigh","High","Low","Average","Average",4,10
"MS","M",18,"U","LE3","T","Primary","Secondary","at_home","services","course","mother","<15min","<2hrs","0","no","no","no","no","yes","no","yes","yes","Good","Average","Average","Low","Average","Average",0,9
"MS","M",19,"R","GT3","T","Primary","Primary","other","other","home","other","30min-1hr","<2hrs","1","no","yes","no","no","yes","yes","yes","no","Good","High","High","Average","Average","VeryGood",4,10
"MS","F",18,"U","GT3","A","Primary","5th-9th","at_home","other","course","mother","15-30min","2-5hrs","2","no","yes","no","no","yes","yes","no","no","Good","Average","Average","VeryLow","VeryLow","VeryGood",2,8
"MS","F",19,"U","LE3","A","Primary","Primary","at_home","other","course","mother","<15min","<2hrs","0","no","yes","no","no","yes","no","no","no","VeryBad","High","High","VeryLow","VeryLow","VeryGood",0,7
"MS","F",18,"R","GT3","T","5th-9th","5th-9th","other","other","other","mother","15-30min","<2hrs","1","no","no","no","no","yes","no","yes","yes","Excellent","VeryHigh","VeryHigh","VeryLow","VeryLow","Average",0,0
"MS","F",17,"R","GT3","T","None","None","at_home","other","course","mother","15-30min","<2hrs","0","no","yes","no","no","yes","yes","yes","no","Good","High","Average","VeryLow","VeryLow","VeryGood",0,11
"MS","F",17,"R","LE3","A","Secondary","Primary","other","at_home","course","other","15-30min","5-10hrs","0","no","yes","yes","no","yes","no","no","no","Good","Low","Average","Low","Low","Average",5,8
"MS","F",17,"U","GT3","T","Higher","5th-9th","teacher","services","home","mother","<15min","2-5hrs","0","yes","yes","no","yes","yes","yes","yes","no","Excellent","VeryHigh","VeryHigh","VeryLow","Average","VeryGood",0,0
"MS","F",18,"R","LE3","T","5th-9th","5th-9th","services","services","course","mother","<15min","2-5hrs","1","no","yes","no","yes","yes","yes","yes","no","Bad","Average","Average","VeryLow","Low","Good",3,8
"MS","F",17,"U","GT3","T","Higher","Primary","health","at_home","course","mother","<15min","<2hrs","0","no","yes","no","no","yes","yes","no","yes","Average","Low","Low","VeryLow","VeryLow","VeryGood",0,9
"MS","F",17,"U","LE3","T","Primary","5th-9th","at_home","other","course","father","<15min","<2hrs","0","no","no","no","no","yes","yes","yes","no","Excellent","VeryHigh","VeryLow","VeryLow","VeryLow","Average",0,10
"MS","F",18,"U","GT3","T","Primary","Primary","other","other","course","mother","30min-1hr","2-5hrs","2","no","no","no","yes","yes","yes","no","yes","Average","High","High","Low","Low","VeryGood",3,7
"MS","F",18,"U","GT3","T","5th-9th","5th-9th","services","at_home","reputation","father","15-30min","2-5hrs","0","no","no","no","yes","no","yes","yes","no","Good","Average","VeryHigh","VeryLow","VeryLow","VeryBad",2,14
"MS","F",17,"U","GT3","T","Secondary","Secondary","services","services","course","mother","15-30min","<2hrs","0","no","yes","no","no","yes","yes","yes","no","Good","High","Average","VeryLow","VeryLow","Good",0,13
"MS","F",18,"U","LE3","A","Primary","5th-9th","at_home","other","reputation","mother","15-30min","2-5hrs","0","no","no","no","no","yes","yes","yes","no","Good","High","Average","VeryLow","Low","Good",0,14
"MS","F",18,"U","GT3","T","Higher","Higher","teacher","teacher","reputation","mother","15-30min","2-5hrs","0","no","no","no","yes","no","yes","yes","no","Good","Average","VeryHigh","VeryLow","Low","VeryBad",0,18
"MS","M",18,"U","LE3","T","Higher","Higher","services","other","reputation","mother","<15min","<2hrs","0","no","yes","no","yes","yes","yes","yes","no","Excellent","High","VeryHigh","VeryLow","VeryLow","VeryGood",3,17
"MS","F",17,"U","GT3","T","Higher","5th-9th","other","other","course","mother","15-30min","2-5hrs","0","no","yes","no","no","yes","yes","yes","no","Good","Average","Average","VeryLow","Low","Good",0,18
"MS","F",18,"R","GT3","T","5th-9th","5th-9th","at_home","other","course","mother","30min-1hr","2-5hrs","1","no","no","no","yes","yes","yes","no","yes","Good","Average","Average","VeryLow","VeryLow","Good",0,0
"MS","M",18,"U","LE3","T","Primary","5th-9th","at_home","services","home","mother","15-30min","<2hrs","0","no","yes","no","no","no","yes","no","no","Good","VeryLow","High","VeryHigh","VeryHigh","VeryBad",8,11
"MS","M",18,"R","GT3","T","Higher","Higher","at_home","services","other","mother","30min-1hr","<2hrs","0","no","yes","yes","yes","yes","yes","yes","yes","Bad","VeryHigh","VeryHigh","VeryLow","VeryLow","VeryBad",5,14
"MS","M",17,"R","GT3","T","Primary","Primary","other","services","other","father","30min-1hr","<2hrs","0","no","no","no","no","no","no","no","no","Good","Low","Average","Average","High","Good",4,14
"MS","F",18,"U","GT3","T","5th-9th","5th-9th","other","other","course","mother","15-30min","2-5hrs","0","no","yes","no","no","no","yes","yes","yes","VeryBad","Average","VeryLow","VeryLow","VeryLow","Bad",4,10
"MS","F",18,"U","LE3","T","5th-9th","5th-9th","services","services","course","father","15-30min","5-10hrs","0","no","no","no","no","yes","yes","yes","yes","Excellent","High","VeryHigh","VeryLow","High","Average",0,13
"MS","F",18,"R","LE3","A","Higher","5th-9th","teacher","other","reputation","mother","<15min","2-5hrs","0","no","no","no","yes","yes","yes","yes","yes","Excellent","Average","VeryLow","VeryLow","VeryLow","VeryGood",0,0
"MS","F",18,"U","GT3","T","Primary","Primary","at_home","services","course","mother","30min-1hr","2-5hrs","1","no","no","no","no","yes","no","no","no","Good","High","Low","VeryLow","Low","Bad",2,10
"MS","F",19,"U","GT3","T","Primary","Primary","at_home","services","other","father","15-30min","<2hrs","1","no","no","no","no","yes","no","no","no","Excellent","VeryHigh","VeryHigh","Low","Average","Bad",0,0
"MS","F",17,"U","GT3","T","Higher","5th-9th","teacher","other","course","father","15-30min",">10hrs","0","no","no","no","no","yes","yes","yes","yes","Good","Low","Average","Average","VeryLow","VeryGood",0,18
"MS","F",17,"R","LE3","A","5th-9th","Primary","services","other","reputation","mother","15-30min","2-5hrs","0","no","no","no","yes","yes","yes","yes","yes","Excellent","Average","Average","VeryLow","Low","Bad",5,12
"MS","F",18,"U","LE3","A","Primary","Primary","at_home","services","course","mother","<15min","2-5hrs","0","no","no","no","no","yes","yes","no","yes","Excellent","Low","Average","VeryLow","Low","Average",2,11
"MS","F",18,"U","GT3","T","Primary","5th-9th","at_home","at_home","course","father","15-30min","2-5hrs","0","no","yes","no","no","yes","no","no","no","Good","VeryLow","VeryLow","VeryLow","VeryLow","Good",0,12
"MS","F",19,"R","GT3","A","Primary","Primary","at_home","at_home","course","other","15-30min","2-5hrs","3","no","yes","no","yes","yes","no","no","yes","Average","VeryHigh","High","VeryLow","High","VeryBad",0,0
"MS","F",18,"R","GT3","T","5th-9th","5th-9th","services","other","home","mother","15-30min","5-10hrs","0","no","no","no","no","yes","yes","yes","yes","Good","Low","VeryLow","VeryLow","VeryLow","Good",5,15
"MS","M",17,"R","GT3","T","Higher","Secondary","services","other","home","mother","15-30min","2-5hrs","1","no","yes","yes","yes","no","yes","yes","yes","Good","VeryHigh","VeryHigh","VeryLow","Average","Bad",4,11
"MS","F",18,"U","GT3","T","Secondary","Secondary","services","services","course","father","<15min","2-5hrs","0","no","yes","no","no","yes","yes","no","yes","Excellent","Average","High","VeryLow","VeryLow","VeryGood",0,10
"MS","F",17,"R","GT3","T","Higher","Higher","teacher","services","other","father","15-30min","2-5hrs","0","no","yes","yes","yes","yes","yes","yes","no","Good","Average","Average","VeryLow","Low","VeryGood",2,12
"MS","F",17,"U","LE3","A","Secondary","5th-9th","services","other","reputation","mother","15-30min","2-5hrs","0","no","no","no","no","yes","yes","no","yes","VeryBad","Low","Average","VeryLow","Low","VeryGood",0,15
"MS","M",18,"U","LE3","T","Primary","Primary","other","services","home","father","15-30min","<2hrs","0","no","no","no","no","no","yes","yes","yes","Average","Average","Low","VeryLow","Low","Average",2,14
"MS","F",18,"U","LE3","T","Primary","Primary","at_home","services","course","father","15-30min","5-10hrs","0","no","no","no","no","yes","yes","yes","no","Excellent","Average","Low","VeryLow","VeryLow","Good",0,18
"MS","F",18,"R","LE3","A","Primary","5th-9th","at_home","other","course","mother","30min-1hr","2-5hrs","0","no","no","no","no","yes","yes","no","yes","Good","Average","High","VeryLow","High","VeryGood",0,15
"MS","F",18,"U","GT3","T","Secondary","Secondary","services","services","other","mother","15-30min","2-5hrs","0","no","yes","no","no","yes","yes","yes","yes","Good","Average","Low","VeryLow","Average","Average",6,13
"MS","F",17,"U","LE3","T","Higher","Higher","at_home","at_home","course","mother","<15min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","yes","Bad","Average","High","VeryLow","VeryLow","VeryBad",4,15
"MS","F",17,"R","GT3","T","Primary","5th-9th","other","services","course","father","15-30min","2-5hrs","0","no","no","no","no","no","yes","no","no","Average","Low","Low","VeryLow","Low","Average",0,13
"MS","M",18,"R","GT3","T","Primary","Secondary","at_home","other","course","mother","15-30min","2-5hrs","0","no","yes","yes","no","yes","yes","no","no","Average","Average","High","Low","High","Average",0,9
"MS","M",18,"U","LE3","T","Higher","Higher","teacher","services","other","mother","15-30min","5-10hrs","0","no","no","no","no","yes","yes","yes","yes","Good","Low","Low","Low","Low","VeryGood",0,16
"MS","F",17,"R","GT3","T","Primary","Primary","other","services","reputation","mother","30min-1hr","<2hrs","1","no","yes","no","no","yes","yes","yes","yes","Excellent","Low","VeryLow","VeryLow","Low","VeryBad",0,9
"MS","F",18,"U","GT3","T","5th-9th","Secondary","at_home","services","course","father","15-30min","<2hrs","0","no","yes","no","no","yes","yes","yes","yes","Excellent","Low","Average","VeryLow","Low","Good",0,10
"MS","F",18,"R","GT3","T","Higher","Higher","other","teacher","other","father","30min-1hr","2-5hrs","0","no","yes","no","no","no","yes","yes","yes","Average","Low","Low","High","Low","VeryGood",0,0
"MS","M",18,"R","LE3","T","Primary","5th-9th","at_home","services","other","father","30min-1hr","<2hrs","0","no","yes","no","yes","yes","no","yes","yes","Good","Average","Average","Low","Average","Average",3,10
"MS","F",17,"U","GT3","T","5th-9th","5th-9th","other","at_home","home","mother","<15min","5-10hrs","0","no","no","no","yes","yes","yes","no","yes","Average","High","Average","VeryLow","VeryLow","Average",8,12
"MS","F",17,"R","GT3","T","Primary","5th-9th","other","other","course","mother","<15min","<2hrs","0","no","no","no","yes","yes","yes","yes","no","Average","VeryHigh","VeryHigh","VeryLow","Average","VeryBad",4,9
"MS","F",18,"R","LE3","T","Higher","Higher","other","other","reputation","mother","15-30min","5-10hrs","0","no","no","no","no","yes","yes","yes","no","Excellent","High","High","VeryLow","VeryLow","VeryBad",0,17
"MS","F",18,"R","GT3","T","Primary","Primary","other","other","home","mother",">1hr","5-10hrs","0","no","no","no","no","yes","yes","yes","no","Good","Average","Low","VeryLow","Low","Good",4,12
"MS","F",19,"R","GT3","T","Primary","Primary","at_home","other","course","other","15-30min","2-5hrs","1","no","yes","no","no","yes","yes","yes","yes","Good","Average","Average","VeryLow","VeryLow","Average",4,9
"MS","F",18,"R","LE3","T","Higher","Higher","teacher","services","course","mother","<15min","2-5hrs","0","no","no","no","yes","yes","yes","yes","no","Excellent","High","Average","Average","High","Bad",1,14
"MS","F",18,"U","GT3","T","Secondary","Secondary","other","other","home","mother","<15min","2-5hrs","0","no","no","no","no","yes","yes","yes","yes","Good","VeryLow","Average","VeryLow","Low","VeryBad",1,16
"MS","F",17,"R","GT3","T","Secondary","Primary","at_home","other","reputation","mother","<15min","2-5hrs","0","no","yes","no","yes","no","yes","yes","no","Good","VeryHigh","High","Low","Average","VeryBad",10,9
"MS","M",18,"U","GT3","T","Higher","Higher","teacher","teacher","home","father","<15min","2-5hrs","0","no","no","no","yes","no","yes","yes","no","Average","Low","High","VeryLow","High","Bad",4,19
"MS","M",18,"R","GT3","T","5th-9th","Primary","other","other","other","mother","15-30min","<2hrs","0","no","no","no","yes","no","yes","yes","yes","Good","High","Average","VeryLow","Average","VeryGood",0,0
"MS","M",17,"U","GT3","T","5th-9th","Secondary","other","services","home","father","15-30min","2-5hrs","0","no","no","no","yes","yes","yes","yes","no","Good","High","Average","VeryLow","VeryLow","Average",4,16
"MS","M",19,"R","GT3","T","Primary","Primary","other","services","other","mother","15-30min","<2hrs","1","no","no","no","no","yes","yes","no","no","Good","Average","Low","VeryLow","Average","VeryGood",0,0
"MS","M",18,"R","GT3","T","Higher","5th-9th","other","other","home","father","15-30min","<2hrs","1","no","no","yes","no","yes","yes","no","no","Excellent","High","Average","High","Average","Average",0,0
"MS","F",18,"R","GT3","T","5th-9th","5th-9th","at_home","other","other","mother","15-30min","5-10hrs","0","no","no","no","no","yes","yes","no","no","Excellent","Average","Average","VeryLow","Average","Good",0,15
"MS","F",17,"U","GT3","T","Higher","Secondary","teacher","other","other","mother","15-30min","2-5hrs","0","no","no","no","no","yes","yes","yes","no","Excellent","VeryHigh","High","VeryLow","VeryLow","VeryBad",0,11
"MS","F",18,"R","GT3","T","Higher","Higher","teacher","at_home","reputation","mother","30min-1hr","<2hrs","0","no","yes","no","yes","yes","yes","yes","yes","Good","High","Average","Low","Low","VeryGood",4,10
"MS","F",19,"R","GT3","T","5th-9th","Secondary","services","other","course","mother","<15min","5-10hrs","1","no","no","no","yes","no","yes","yes","no","Excellent","High","Low","VeryLow","Low","VeryGood",4,10
"MS","F",18,"U","LE3","T","Secondary","Primary","teacher","services","course","mother","<15min","2-5hrs","0","no","yes","no","no","yes","yes","yes","no","Good","Average","High","VeryLow","VeryLow","VeryBad",4,16
"MS","F",18,"U","GT3","T","Primary","Primary","other","other","course","mother","15-30min","2-5hrs","0","no","no","no","yes","yes","yes","no","no","VeryBad","VeryLow","VeryLow","VeryLow","VeryLow","VeryGood",6,9
"MS","M",17,"U","LE3","T","Secondary","Primary","services","services","course","mother","15-30min","<2hrs","0","no","no","no","no","no","yes","yes","no","Bad","High","VeryHigh","Average","High","Bad",6,10
"MS","M",18,"R","LE3","T","Secondary","5th-9th","services","other","course","mother","30min-1hr","<2hrs","0","no","no","no","no","no","yes","yes","no","Good","High","VeryLow","Average","High","VeryGood",4,11


